2398-YPMUR,1
6379-RXJRQ,1
5564-NEMQO,1
4208-UFFGW,1
2057-BOYKM,0
2482-CZGBB,1
4913-EHYUI,1
9605-WGJVW,0
5135-GRQJV,0
8623-TMRBY,1
3621-CEOVK,1
2091-MJTFX,0
5854-KSRBJ,0
9031-ZVQPT,0
6082-OQFBA,0
7351-KYHQH,0
5842-POCOP,1
6583-QGCSI,1
4523-WXCEF,1
9167-APMXZ,1
6650-BWFRT,0
3750-CKVKH,1
7547-EKNFS,1
1685-VAYJF,1
5949-XIKAE,1
5028-GZLDO,1
1231-YNDEK,0
7240-ETPTR,1
6173-ITPWD,1
1626-ERCMM,1
2154-KVJFF,1
0932-YIXYU,0
2195-ZRVAX,1
7853-GVUDZ,1
1493-AMTIE,1
0639-TSIQW,1
7666-WKRON,0
1061-PNTHC,0
6745-JEFZB,0
1589-AGTLK,1
0575-CUQOV,1
3402-XRIUO,0
0639-TSIQW,1
3422-LYEPQ,1
0314-TKOSI,1
5651-CRHKQ,1
7426-RHZGU,1
7103-IPXPJ,1
9391-LMANN,0
1024-VRZHF,1
8620-RJPZN,0
7890-VYYWG,1
8734-FNWVH,0
8837-VVWLQ,1
4678-DVQEO,1
7343-EOBEU,0
2011-TRQYE,1
7549-MYGPK,1
8970-ANWXO,0
0397-GZBBC,1
9101-BWFSS,1
2325-ZUSFD,0
6581-NQCBA,1
2819-GWENI,0
6005-OBZPH,1
7872-RDDLZ,0
2720-WGKHP,1
3750-CKVKH,1
7776-QWNFX,0
8740-XLHDR,1
4760-THGOT,1
1644-IRKSF,1
7511-YMXVQ,1
0023-HGHWL,1
5296-BFCYD,0
1724-BQUHA,1
5923-GXUOC,1
6407-GSJNL,0
4704-ERYFC,1
9948-YPTDG,1
7249-WBIYX,1
4676-MQUEA,0
7776-QGYJC,1
5028-GZLDO,1
3007-FDPEA,0
6235-VDHOM,1
6728-DKUCO,1
7025-WCBNE,0
3806-DXQOM,1
0093-XWZFY,1
9714-EDSUC,0
9907-SWKKF,1
1624-WOIWJ,1
0486-HECZI,1
5285-MVEHD,0
5816-QVHRX,1
4203-QGNZA,0
9600-UDOPK,1
8752-GHJFU,0
4223-WOZCM,0
0248-PGHBZ,0
6646-QVXLR,1
8364-TRMMK,1
4629-NRXKX,1
6376-GAHQE,1
9885-CSMWE,1
7508-MYBOG,1
1877-HKBQX,0
1867-BDVFH,1
9412-GHEEC,1
4911-BANWH,1
0036-IHMOT,1
7905-TVXTA,0
9842-EFSYY,0
8854-CCVSQ,1
5087-SUURX,1
2516-VQRRV,1
0003-MKNFE,1
8883-GRDWQ,0
0031-PVLZI,0
6233-HXJMX,1
5649-TJHOV,1
8337-UPOAQ,1
9866-QEVEE,1
9787-XVQIU,1
9518-XXBXE,1
9667-TKTVZ,0
4248-QPAVC,1
4652-NNHNY,1
8510-AWCXC,1
9831-BPFRI,1
2905-KFQUV,0
4016-BJKTZ,1
2253-KPMNB,0
3915-ODIYG,0
6689-VRRTK,1
5996-EBTKM,0
6283-GITPX,0
8205-OTCHB,1
2325-WINES,1
8670-ERCJH,0
6172-FECYY,1
5277-ZLOOR,1
8631-WUXGY,1
9661-ACXBS,1
4992-LTJNE,0
9290-SHCMB,1
0328-GRPMV,1
3976-BWUCK,1
6615-NGGZJ,1
9026-RNUJS,1
8085-MSNLK,0
3640-PHQXK,1
4816-JBHOV,1
5174-RNGBH,1
1265-ZFOSD,0
4315-MURBD,1
3376-BMGFE,1
0947-IDHRQ,1
1183-CANVH,0
3536-IQCTX,1
4892-VLANZ,1
4587-NUKOX,1
1299-AURJA,0
1334-FJSVR,1
8652-YHIYU,0
4980-URKXC,0
6386-SZZKH,1
0328-GRPMV,1
2919-HBCJO,1
6356-ELRKD,1
6769-DYBQN,1
6261-LHRTG,0
5318-IXUZF,1
6437-UKHMV,1
2176-OSJUV,0
3569-JFODW,0
1080-BWSYE,0
5438-QMDDL,1
4423-YLHDV,1
4883-QICIH,1
5244-IRFIH,1
5275-SQEIZ,1
5793-YOLJN,0
0823-HSCDJ,1
4367-NHWMM,0
7966-YOTQW,0
4893-GYUJU,0
3645-DEYGF,0
2466-FCCPT,0
5222-JCXZT,0
9225-BZLNZ,0
0536-ESJEP,0
0019-GFNTW,0
5707-ORNDZ,1
0442-TDYUO,0
5294-CDGWY,0
7016-NVRIC,0
6828-HMKWP,0
5839-SUYVZ,1
8429-XIBUM,1
3255-GRXMG,1
0596-BQCEQ,1
1976-CFOCS,1
8276-MQBYC,1
4160-AMJTL,0
6330-JKLPC,1
4770-UEZOX,0
2005-DWQZJ,0
4487-ZYJZK,0
2712-SYWAY,0
5129-JLPIS,1
4641-FROLU,0
8325-QRPZR,1
1394-SUIUH,1
9928-BZVLZ,0
1432-FPAXX,1
6023-YEBUP,1
7129-ACFOG,0
0807-ZABDG,1
8207-DMRVL,0
4283-IVYCI,0
3795-CAWEX,0
8413-VONUO,1
7808-DVWEP,0
4695-WJZUE,1
6513-EECDB,1
0407-BDJKB,1
4342-HENTK,1
4274-OWWYO,1
3768-NLUBH,1
5514-YQENT,0
0133-BMFZO,1
3205-MXZRA,0
9601-BRXPO,1
2252-NKNSI,0
3466-WAESX,0
5766-ZJYBB,1
6630-UJZMY,1
4873-ILOLJ,1
1415-YFWLT,1
1324-NLTJE,1
2049-BAFNW,0
9084-OAYKL,0
3489-VSFRD,0
7601-GNDYK,0
5600-PDUJF,1
4083-EUGRJ,0
6507-ZJSUR,1
7061-OVMIM,0
8405-IGQFX,0
8672-OAUPW,0
7850-VWJUU,1
3627-FCRDW,1
9318-NKNFC,1
2925-MXLSX,0
0234-TEVTT,0
2165-VOEGB,1
2194-IIQOF,0
5565-FILXA,1
3259-FDWOY,0
3090-HAWSU,1
6166-ILMNY,1
8003-EWNDZ,0
6339-RZCBJ,0
8259-DZLIZ,0
7401-JIXNM,0
7673-LPRNY,0
2840-XANRC,1
3370-GQEAL,1
6164-HAQTX,0
7377-DMMRI,1
4993-JCRGJ,1
6629-CZTTH,1
0634-SZPQA,1
9036-CSKBW,1
0133-BMFZO,1
8212-DJRCH,0
3863-IUBJR,0
5498-TXHLF,1
9705-IOVQQ,0
7271-AJDTL,1
3658-QQJYD,0
1374-DMZUI,1
7395-IGJOS,1
5233-GEEAX,1
4195-SMMNX,1
1970-KKFWL,0
9840-DVNDC,1
7644-OMVMY,0
2889-FPWRM,1
6770-XUAGN,1
6917-YACBP,0
7016-BPGEU,1
7945-PRBVF,0
4199-QHJNM,0
4550-EVXNY,1
2778-OCLGR,1
1571-SAVHK,1
6619-RPLQZ,0
0968-GSIKN,1
2176-LVPNX,0
8665-UTDHZ,1
3198-VELRD,1
9039-ZVJDC,0
0523-VNGTF,0
9451-LPGOO,1
7133-VBDCG,1
8904-OPDCK,0
6849-WLEYG,1
9769-TSBZE,0
4609-KNNWG,0
8816-VXNZD,1
3948-FVVRP,1
0761-AETCS,1
1320-HTRDR,1
5376-DEQCP,1
1100-DDVRV,1
0787-LHDYT,0
3723-BFBGR,0
8879-XUAHX,0
9863-JZAIC,0
6284-AHOOQ,1
5240-CAOYT,0
0380-NEAVX,1
2972-YDYUW,0
6559-ILWKJ,0
5274-XHAKY,1
8952-WCVCD,1
4860-YZGZM,0
3419-SNJJD,0
0748-RDGGM,1
8263-JQAIK,1
4039-HEUNW,1
1596-OQSPS,1
7346-MEDWM,1
8884-ADFVN,1
0746-JTRFU,1
8896-RAZCR,0
0871-URUWO,1
4817-QRJSX,1
8999-BOHSE,1
8823-RLPWL,0
7549-MYGPK,1
9496-IVVRP,0
5088-QZLRL,0
3097-IDVPU,1
1591-XWLGB,0
9474-PHLYD,1
1545-JFUML,0
7649-SIJJF,0
4374-YMUSQ,0
7486-KSRVI,1
3927-NLNRY,1
6691-CCIHA,0
0404-SWRVG,1
8044-BGWPI,0
2968-SSGAA,1
7601-WFVZV,0
2446-PLQVO,1
6425-JWTDV,0
9408-SSNVZ,1
2911-IJORQ,0
7182-OVLBJ,0
6260-XLACS,0
2969-QWUBZ,0
0319-QZTCO,0
4957-TREIR,0
4072-IPYLT,0
2984-RGEYA,0
4910-AQFFX,1
5902-WBLSE,0
5834-ASPWA,1
0841-NULXI,1
9210-IAHGH,1
7133-VBDCG,1
5649-ANRML,1
6369-MCAKO,0
8132-YPVBX,1
3583-EKAPL,1
6890-PFRQX,0
1142-WACZW,1
6142-VSJQO,1
9863-JZAIC,0
2929-QNSRW,1
3096-GKWEB,1
2160-GPFXD,0
3186-BAXNB,1
7137-RYLPP,1
5945-AZYHT,1
5949-XIKAE,1
3482-ABPKK,0
0867-LDTTC,0
9904-EHEVJ,1
6179-GJPSO,1
6777-TGHTM,1
1513-XNPPH,1
1891-UAWWU,1
0479-HMSWA,1
5619-PTMIK,0
0076-LVEPS,0
5297-MDOIR,0
6741-QRLUP,0
4585-HETAI,1
1552-AAGRX,1
0679-TDGAK,0
3334-CTHOL,1
2257-BOVXD,0
8993-PHFWD,1
7495-OOKFY,1
0568-ONFPC,1
6179-GJPSO,1
7576-JMYWV,1
8631-NBHFZ,0
9408-HRXRK,1
3452-GWUIN,1
9626-WEQRM,1
6419-ZTTLE,0
4067-HLYQI,1
2359-KMGLI,1
9063-ZGTUY,0
7041-TXQJH,0
3315-TOTBP,1
1764-VUUMT,0
6752-APNJL,0
3108-PCCGG,0
8073-IJDCM,1
3512-IZIKN,0
6715-OFDBP,1
5482-NUPNA,1
0679-IDSTG,1
4936-YPJNK,0
1099-BTKWT,0
7239-HZZCX,1
5380-AFSSK,1
2560-QTSBS,0
2860-RANUS,1
0925-VYDLG,1
4826-XTSOH,1
4597-NUCQV,1
8149-RSOUN,1
0746-JTRFU,1
1926-QUZNN,0
6960-HVYXR,1
9522-ZSINC,0
8400-WZICQ,1
3118-UHVVQ,0
6000-APYLU,1
3039-MJSLN,0
4659-NZRUF,1
0308-IVGOK,0
3422-WJOYD,0
4614-NUVZD,1
0224-HJAPT,1
5736-YEJAX,0
3424-NMNBO,1
8402-EIVQS,0
1496-GGSUK,1
3097-NQYSN,1
6582-OIVSP,0
9993-LHIEB,0
0256-LTHVJ,1
4139-JPIAM,0
3682-YEUWS,0
5536-SLHPM,1
6961-MJKBO,0
0302-JOIVN,1
2739-CACDQ,1
5351-QESIO,0
2309-OSFEU,1
2251-PYLPB,0
7481-ATQQS,1
5331-RGMTT,1
8148-BPLZQ,0
7206-GZCDC,1
4248-HCETZ,1
0107-YHINA,1
3178-FESZO,1
0674-DGMAQ,1
7771-CFQRQ,0
6261-RCVNS,1
2091-RFFBA,1
1373-ORVIZ,1
5003-XZWWO,0
7579-OOPEC,1
6702-OHFWR,1
1285-OKIPP,1
2519-ERQOJ,0
3027-ZTDHO,1
4057-FKCZK,0
2786-GCDPI,1
3866-MDTUB,1
0215-BQKGS,0
3900-AQPHZ,1
7321-ZNSLA,0
5949-EBSQK,1
6810-VCAEX,0
7479-NITWS,1
3701-SFMUH,0
2397-BRLOM,1
8058-JMEQO,1
2025-JKFWI,1
0461-CVKMU,1
6927-WTFIV,1
6258-PVZWJ,0
7994-XIRTR,0
6000-APYLU,1
0318-ZOPWS,0
6981-TDRFT,0
6311-UEUME,1
9378-FXTIZ,0
2475-MROZF,1
7562-GSUHK,1
4111-BNXIF,0
7108-DGVUU,0
0337-CNPZE,1
7711-GQBZC,0
5293-WXJAK,1
3714-XPXBW,1
2642-MAWLJ,0
4285-GYRQC,1
0106-UGRDO,0
0354-WYROK,1
2568-OIADY,1
2692-PFYTJ,0
0491-KAPQG,1
0727-BNRLG,0
3427-GGZZI,1
5174-ITUMV,1
3898-GUYTS,1
8990-ZXLSU,0
5482-NUPNA,1
7921-LMDFQ,0
6261-RCVNS,1
4514-GFCFI,1
0657-DOGUM,0
6292-TOSSS,0
9897-KXHCM,1
3285-UCQVC,1
8963-JLGJT,0
1143-NMNQJ,1
1678-FYZOW,1
7245-NIIWQ,0
0064-SUDOG,0
7717-BICXI,0
5146-YYFRZ,0
4892-VLANZ,1
2754-XBHTB,1
3594-UVONA,1
8775-CEBBJ,1
7614-QVWQL,0
4818-DRBQT,1
2839-RFSQE,1
4568-TTZRT,0
5022-KVDQT,1
7198-GLXTC,1
4815-TUMEQ,0
6797-LNAQX,0
9800-ONTFE,1
3062-ICYZQ,1
5160-UXJED,0
2858-MOFSQ,1
2265-CYWIV,1
0156-FVPTA,1
9170-CCKOU,1
5906-CVLHP,0
8919-FYFQZ,1
4086-WITJG,0
6418-PIQSP,0
8950-MTZNV,0
2748-MYRVK,0
2911-UREFD,1
1389-WNUIB,0
0440-MOGPM,1
2990-HWIML,1
3863-QSTYI,0
2223-KAGMX,1
3786-WOVKF,1
3908-BLSYF,1
3043-TYBNO,0
9445-ZUEQE,1
1069-XAIEM,1
9837-FWLCH,0
9305-CDSKC,1
0929-PECLO,1
0285-INHLN,0
2982-IHMFT,1
3373-DIUUN,0
1837-YQUCE,0
9728-FTTVZ,1
5027-XWQHA,1
9824-QCJPK,0
8111-SLLHI,1
6839-ITVZJ,0
8224-IVVPA,0
7218-HKQFK,1
7253-UVNDW,0
8237-ULIXL,0
6048-UWKAL,0
4565-EVZMJ,0
4987-GQWPO,1
3161-GETRM,0
4013-TLDHQ,1
2568-OIADY,1
3550-SAHFP,1
4418-LZMSV,1
9367-WXLCH,1
8854-CCVSQ,1
2982-VPSGI,1
0689-NKYLF,1
9391-EOYLI,1
9068-VPWQQ,0
8065-YKXKD,1
7764-BDPEE,0
7853-GVUDZ,1
5027-QPKTE,1
2055-PDADH,1
6838-YAUVY,0
2279-AXJJK,1
3705-RHRFR,0
6038-GCYEC,0
4781-ZXYGU,0
4742-DRORA,0
3865-ZFZIB,0
2774-LVQUS,1
3982-JGSFD,0
3363-EWLGO,0
1406-PUQVY,0
6629-LADHQ,0
4351-QLCSU,1
9962-BFPDU,0
7938-OUHIO,1
6701-YVNQG,0
3005-TYFRD,1
0925-VYDLG,1
4080-OGPJL,1
2108-YKQTY,1
7636-PEPNS,0
5168-MQQCA,1
1206-EHBDD,0
7927-AUXBZ,1
7096-UCLNH,0
7853-OETYL,1
2484-DGXPZ,0
9695-IDRZR,0
4395-PZMSN,1
1656-DRSMG,1
2077-DDHJK,0
9746-UGFAC,0
1086-LXKFY,1
0961-ZWLVI,1
9975-SKRNR,0
2190-BCXEC,1
3709-OIJEA,1
4786-UKSNZ,1
1934-SJVJK,1
7941-RCJOW,0
2654-VBVPB,0
2673-CXQEU,1
6584-VQMYT,0
8417-GSODA,0
4817-VYYWS,1
9916-AYHTC,0
4652-ODEVH,0
9681-KYGYB,1
4192-GORJT,1
0853-NWIFK,1
5136-KCKGI,0
0940-OUQEC,1
6317-YPKDH,1
0380-ZCSBI,0
7721-JXEAW,0
8591-NXRCV,1
6906-MPARY,0
3750-YHRYO,0
0723-DRCLG,1
1622-HSHSF,0
8199-ZLLSA,1
9174-FKWZE,1
3301-VKTGC,0
8819-IMISP,1
6077-BDPXA,1
9591-YVTEB,1
4735-ASGMA,1
7502-BNYGS,0
2984-MIIZL,1
1092-GANHU,1
2810-FTLEM,1
9210-IAHGH,1
0862-PRCBS,0
9821-POOTN,1
7711-YIJWC,0
2636-ALXXZ,1
7143-BQIBA,0
9584-EXCDZ,1
1087-UDSIH,1
5445-PZWGX,0
0114-RSRRW,0
5154-VEKBL,1
4081-DYXAV,1
0722-TROQR,1
0536-BGFMZ,0
3084-DOWLE,0
8473-VUVJN,1
4973-RLZVI,0
2167-FQSTQ,0
1708-PBBOA,0
6586-PSJOX,0
7321-VGNKU,0
3865-QBWSJ,1
8690-UPCZI,0
7463-IFMQU,0
3160-TYXLT,0
1320-HTRDR,1
7977-HXJKU,0
6413-XKKPU,1
7321-KKSDU,0
0504-HHAPI,1
4710-NKCAW,0
3934-HXCFZ,1
3191-CSNMG,1
2446-PLQVO,1
9061-TIHDA,1
7356-AYNJP,0
8382-SHQEH,1
5115-SQAAU,0
6937-GCDGQ,0
4828-FAZPK,1
4237-CLSMM,0
1150-FTQGN,0
1567-DSCIC,1
0673-IGUQO,0
4039-PIMHX,0
2506-CLAKW,1
1120-BMWUB,1
0616-ATFGB,1
0723-DRCLG,1
6390-DSAZX,1
4614-NUVZD,1
3374-TTZTK,1
6651-AZVTJ,1
6331-LWDTQ,1
5940-NFXKV,1
0323-XWWTN,0
1950-KSVVJ,0
2150-UWTFY,0
0999-QXNSA,0
8050-XGRVL,0
3194-ORPIK,1
2034-GDRCN,1
0440-QEXBZ,0
7743-EXURX,1
2154-KVJFF,1
4211-MMAZN,1
6982-SSHFK,1
3612-YVGSJ,0
1262-OPMFY,1
4547-LYTDD,1
4692-NNQRU,0
0871-URUWO,1
4566-QVRRW,1
6168-WFVVF,1
3196-NVXLZ,0
9677-AVKED,0
5644-PDMZC,1
1251-KRREG,1
1958-RNRKS,0
9926-PJHDQ,0
5032-MIYKT,0
1015-JPFYW,0
9297-FVVDH,0
3612-YUNGG,0
5329-KRDTM,0
0112-QWPNC,0
1853-UDXBW,1
9040-KZVWO,0
7432-FFVAR,0
3585-YNADK,0
1113-IUJYX,1
2575-GFSOE,1
7138-GIRSH,0
3445-HXXGF,1
1260-TTRXI,1
2157-MXBJS,1
1697-NVVGY,0
9170-GYZJC,1
0156-FVPTA,1
7268-WNTCP,0
6432-TWQLB,1
7124-UGSUR,0
2514-GINMM,1
2720-WGKHP,1
7251-LJBQN,0
3620-MWJNE,1
3003-CMDUU,1
8485-GJCDN,1
4323-OHFOW,0
5393-RXQSZ,1
4815-YOSUK,0
0148-DCDOS,1
8966-KZXXA,0
0302-JOIVN,1
9227-YBAXE,0
4644-OBGFZ,0
3663-MITLP,1
6617-WLBQC,0
6839-ITVZJ,0
6900-RBKER,0
3296-SILRA,1
4548-SDBKE,1
7130-VTEWQ,1
6521-YYTYI,1
4822-RVYBB,1
5879-HMFFH,0
6432-TWQLB,1
5047-LHVLY,1
5647-URDKA,0
2656-FMOKZ,1
7657-DYEPJ,0
7931-PXHFC,0
7789-CRUVC,0
3190-ITQXP,0
1447-PJGGA,0
2894-QOJRX,1
7248-VZQLC,1
1024-GUALD,1
5600-KTXFM,0
5692-ICXLW,1
2606-PKWJB,0
1370-GGAWX,1
5376-PCKNB,0
3714-JTVOV,1
9602-WCXPI,0
1428-GTBJJ,1
8272-ONJLV,1
7321-PKUYW,1
3359-DSRKA,0
5879-SESNB,1
8958-JPTRR,0
4847-QNOKA,1
0723-DRCLG,1
1550-LOAHA,1
2180-DXNEG,1
3164-AALRN,1
5498-TXHLF,1
6614-YWYSC,0
3996-ZNWYK,0
7833-PKIHD,0
5057-RKGLH,0
4652-NNHNY,1
4094-NSEDU,1
4553-DVPZG,1
2719-BDAQO,1
2108-YKQTY,1
4749-OJKQU,1
9206-GVPEQ,1
8393-DLHGA,1
6348-SNFUS,0
6221-AVQYL,1
9115-YQHGA,0
6624-JDRDS,1
8439-LTUGF,0
5231-FIQPA,0
9269-CQOOL,1
0730-KOAVE,1
0959-WHOKV,1
5577-OTWWW,1
2002-MZHWP,1
2674-MIAHT,0
0970-ETWGE,1
8259-NFJTV,0
6599-RCLCJ,1
6807-SIWJI,1
9631-XEYKE,0
7774-OJSXI,1
4086-YQSNZ,1
6034-YMTOB,0
8775-LHDJH,1
0206-TBWLC,0
6994-FGRHH,1
2474-LCNUE,0
0576-WNXXC,1
7634-HLQJR,0
4940-KHCWD,0
0958-YHXGP,0
3563-SVYLG,0
7627-JKIAZ,1
8749-TZYEC,0
3496-LFSZU,0
4719-UMSIY,0
2576-HXMPA,0
6496-JDSSB,1
2982-IHMFT,1
9274-UARKJ,1
7881-EVUAD,1
2592-SEIFQ,1
0754-UKWQP,1
9940-HPQPG,1
7427-AUFPY,0
0122-OAHPZ,1
9274-CNFMO,1
6341-JVQGF,0
0058-EVZWM,0
0137-OCGAB,1
3213-VVOLG,0
9524-EGPJC,1
4908-XAXAY,0
5197-YPYBZ,0
9728-FTTVZ,1
9944-HKVVB,1
3237-AJGEH,1
4603-JANFB,1
8178-EYZUO,0
7529-ZDFXI,1
7009-LGECI,0
6849-OYAMU,1
9300-RENDD,1
7524-VRLPL,0
9029-FEGVJ,1
8999-YPYBV,0
5376-DEQCP,1
9600-NAXZN,1
0301-KOBTQ,0
8485-GJCDN,1
0835-DUUIQ,0
8221-EQDGL,0
1676-MQAOA,0
9259-PACGQ,1
6253-GNHWH,0
0409-WTMPL,1
8292-FRFZQ,0
3177-LASXD,1
7325-ENZFI,0
7665-TOALD,1
6437-UDQJM,0
7322-OCWHC,0
6061-PQHMK,0
2824-MYYBN,1
7228-OMTPN,1
1208-NBVFH,1
4580-TMHJU,1
6595-COKXZ,1
2203-GHNWN,0
1029-QFBEN,1
0203-HHYIJ,0
8603-IJWDN,1
2398-YPMUR,1
6778-YSNIH,0
8961-QDZZJ,0
2792-VPPET,0
2929-ERCFZ,1
6715-OFDBP,1
2050-ONYDQ,0
6906-ANDWJ,1
6047-YHPVI,1
7128-GGCNO,1
0193-ESZXP,0
4349-GFQHK,1
6358-LYNGM,1
6551-GNYDG,1
2955-BJZHG,1
3066-RRJIO,1
8053-WWDRO,1
5402-HTOTQ,1
8152-UOBNY,1
6664-FPDAC,1
8868-GAGIO,1
4712-UYOOI,0
0603-OLQDC,0
9150-HEPMB,0
8290-YWKHZ,1
5944-UGLLK,0
6172-FECYY,1
5668-MEISB,0
7560-QJAVJ,0
6479-VDGRK,0
6507-DTJZV,0
5835-BEQEU,1
9659-ZTWSM,0
6308-CQRBU,0
3521-SYVOR,1
0602-DDUML,0
3988-RQIXO,1
9850-OWRHQ,1
8404-VIOMB,0
9767-FFLEM,1
3811-VBYBZ,1
9497-QCMMS,1
7831-QGOXH,1
3677-TNKIO,1
0623-EJQEG,0
9986-BONCE,1
0431-APWVY,0
4957-TIALW,0
6286-ZHAOK,0
8999-EXMNO,0
2091-RFFBA,1
4550-VBOFE,1
0835-JKADZ,0
7973-DZRKH,0
5013-SBUIH,1
7359-WWYJV,0
1096-ADRUX,0
2378-VTKDH,1
4729-XKASR,1
5875-YPQFJ,1
7363-QTBIW,1
6400-BWQKW,1
7854-FOKSF,1
9945-PSVIP,0
7739-LAXOG,1
8535-SFUTN,1
5306-BVTKJ,0
5981-ITEMU,1
0744-GKNGE,0
1702-CCFNJ,0
8058-DMYRU,1
6257-DTAYD,0
1612-EOHDH,1
5167-GBFRE,1
5242-UOWHD,0
4255-DDUOU,1
7395-IGJOS,1
2378-YIZKA,0
1779-PWPMG,0
3387-VATUS,1
4106-HADHQ,1
5307-UVGNB,0
6015-VVHHE,1
2272-QAGFO,1
6248-BSHKG,0
0337-CNPZE,1
4123-FCVCB,0
8290-YWKHZ,1
3090-HAWSU,1
1195-OIYEJ,1
9143-CANJF,1
1898-JSNDC,0
0420-TXVSG,0
9894-EZEWG,1
7036-TYDEC,1
3230-WYKIR,0
5708-EVONK,0
7013-PSXHK,0
9420-LOJKX,1
6894-LFHLY,1
6368-TZZDT,0
1930-QPBVZ,0
