customerID,MultipleLines
5947-SGKCL,1
3712-PKXZA,0
6582-OIVSP,0
9367-WXLCH,1
5524-KHNJP,0
1918-ZBFQJ,0
4827-USJHP,0
0956-SYCWG,0
8017-UVSZU,1
7100-FQPRV,1
2472-OVKUP,0
2984-RGEYA,0
9680-NIAUV,1
2146-EGVDT,0
2604-IJPDU,0
9178-JHUVJ,1
6168-YBYNP,1
7255-SSFBC,1
3645-DEYGF,0
9323-HGFWY,0
8544-GOQSH,0
3363-DTIVD,1
7018-WBJNK,0
9142-KZXOP,0
7674-YTAFD,0
1285-OKIPP,0
7825-ECJRF,0
1347-KTTTA,0
7841-TZDMQ,0
7157-SMCFK,0
4709-LKHYG,0
2504-DSHIH,1
2040-LDIWQ,1
6496-JDSSB,0
9408-SSNVZ,0
4443-EMBNA,1
6469-MRVET,0
0742-MOABM,0
5961-VUSRV,0
6341-JVQGF,0
2232-DMLXU,0
4811-JBUVU,1
0945-TSONX,1
2651-ZCBXV,1
3316-UWXUY,0
8937-RDTHP,0
7083-MIOPC,0
1984-GPTEH,1
1251-KRREG,1
9903-LYSAB,1
0094-OIFMO,0
9227-UAQFT,0
7301-ABVAD,1
6614-FHDBO,1
7576-ASEJU,0
9058-HRZSV,0
4522-AKYLR,0
0221-WMXNQ,0
0303-UNCIP,1
9947-OTFQU,0
0322-YINQP,0
0959-WHOKV,1
4075-JFPGR,0
4629-NRXKX,0
3282-ZISZV,1
3675-YDUPJ,0
7017-VFHAY,1
6655-LHBYW,1
4959-JOSRX,0
3606-TWKGI,1
7529-ZDFXI,1
1950-KSVVJ,1
0123-CRBRT,1
6292-TOSSS,1
3197-ARFOY,0
6323-AYBRX,0
7014-ZZXAW,1
4385-GZQXV,0
7633-MVPUY,0
4716-HHKQH,1
5940-AHUHD,0
6432-TWQLB,1
4484-GLZOU,1
3179-GBRWV,0
4130-MZLCC,0
0314-TKOSI,0
8229-MYEJZ,0
2080-SRCDE,1
9577-WJVCQ,1
9512-UIBFX,0
6202-DYYFX,1
3808-HFKDE,0
5583-SXDAG,0
3488-PGMQJ,0
3580-REOAC,0
7534-BFESC,1
3727-OWVYD,0
2294-SALNE,0
4847-TAJYI,0
1563-IWQEX,0
8203-XJZRC,0
6556-DBKZF,0
6851-WEFYX,1
2985-JUUBZ,1
6390-DSAZX,0
0895-LMRSF,0
8098-LLAZX,1
8266-VBFQL,0
2240-HSJQD,1
1248-DYXUB,1
0265-EDXBD,1
4115-BNPJY,0
3167-SNQPL,1
4091-TVOCN,1
1098-TDVUQ,0
7277-OZCGZ,0
1557-EMYVT,1
2799-ARNLO,0
7563-BIUPC,0
5027-YOCXN,1
3973-SKMLN,0
2321-OMBXY,0
2840-XANRC,0
6745-JEFZB,1
5020-ZSTTY,1
8705-WZCYL,0
7102-JJVTX,0
4983-CLMLV,1
5701-YVSVF,0
5804-LEPIM,0
2739-CACDQ,1
9385-EHGDO,0
9498-FIMXL,0
2379-GYFLQ,1
0122-OAHPZ,1
2868-SNELZ,1
4322-RCYMT,1
6680-NENYN,1
2088-IEBAU,1
7982-VCELR,0
1343-EHPYB,1
6035-BXTTY,0
6885-PKOAM,1
7520-HQWJU,1
9639-BUJXT,0
5924-SNGKP,0
0021-IKXGC,1
2034-GDRCN,0
8966-SNIZF,0
4654-DLAMQ,0
0513-RBGPE,1
5160-UXJED,0
4115-NZRKS,0
0219-YTZUE,1
4572-DVCGN,0
3351-NGXYI,1
8984-EYLLL,1
9833-TGFHX,1
9294-TDIPC,0
5229-DTFYB,0
0104-PPXDV,0
5176-LMJXE,0
3583-KRKMD,0
1010-DIAUQ,0
9069-LGEUL,0
7302-ZHMHP,0
9571-EDEBV,1
3520-FJGCV,1
6563-VRERX,0
0259-GBZSH,1
2805-EDJPQ,1
6862-CQUMB,0
7156-MXBJE,1
9601-BRXPO,1
2863-IMQDR,1
5686-CMAWK,1
5651-CRHKQ,0
6905-NIQIN,0
5167-ZFFMM,1
6583-SZVGP,1
4895-TMWIR,0
0533-BNWKF,1
8782-LKFPK,1
5522-JBWMO,0
3597-MVHJT,1
9774-NRNAU,1
0224-RLWWD,0
9967-ATRFS,0
3951-NJCVI,1
2977-CEBSX,1
0177-PXBAT,1
6599-CEBNN,0
5876-QMYLD,0
2277-AXSDC,0
9442-JTWDL,0
0979-PHULV,1
3067-SVMTC,0
5495-GPSRW,0
7606-BPHHN,0
4742-DRORA,1
0111-KLBQG,0
4800-VHZKI,0
7989-CHGTL,0
0334-GDDSO,1
4163-NCJAK,1
5233-AOZUF,1
5973-EJGDP,1
1996-DBMUS,0
7916-VCCPB,0
4686-GEFRM,1
5249-QYHEX,1
0578-SKVMF,0
5564-NEMQO,0
2233-FAGXV,1
5605-IYGFG,0
7663-ZTEGJ,1
3935-TBRZZ,1
2055-SIFSS,1
2806-MLNTI,1
8734-DKSTZ,1
4360-PNRQB,1
6152-ONASV,1
9063-ZGTUY,0
2181-UAESM,0
2957-LOLHO,0
6048-NJXHX,0
4980-URKXC,0
4376-KFVRS,1
5886-VLQVU,1
3577-AMVUX,0
0771-WLCLA,1
5628-RKIFK,1
0206-TBWLC,1
2937-FTHUR,1
1910-FMXJM,0
7752-XUSCI,1
4110-PFEUZ,0
0732-OCQOC,1
5168-MSWXT,0
1090-ESELR,0
8592-PLTMQ,1
5760-WRAHC,0
0256-LTHVJ,0
4785-FCIFB,1
8313-NDOIA,1
5149-CUZUJ,0
0942-KOWSM,0
4237-CLSMM,0
1452-VOQCH,1
4719-UMSIY,0
6614-VBEGU,0
0880-TKATG,1
3811-VBYBZ,1
1480-BKXGA,1
9076-AXYIK,1
5968-XQIVE,1
8896-RAZCR,0
4640-UHDOS,0
4933-IKULF,0
3583-EKAPL,0
1304-BCCFO,0
4104-PVRPS,0
9399-APLBT,0
2359-KMGLI,1
3780-DDGSE,0
4431-EDMIQ,0
0306-JAELE,0
6227-HWPWX,0
0486-LGCCH,0
4612-SSVHJ,0
5168-MQQCA,1
5949-XIKAE,0
7971-HLVXI,1
9094-AZPHK,1
3649-JPUGY,1
8372-JUXUI,1
3552-CTCYF,1
6778-YSNIH,0
0388-EOPEX,0
5756-OZRIO,1
6579-JPICP,0
4134-BSXLX,0
0505-SPOOW,0
7783-YKGDV,1
4374-YMUSQ,1
4513-CXYIX,1
3957-HHLMR,1
7803-XOCCZ,0
5736-YEJAX,1
5609-CEBID,1
8981-FJGLA,1
7218-HKQFK,0
4636-QRJKY,1
1135-LMECX,0
4332-MUOEZ,0
8535-SFUTN,1
5956-VKDTT,1
8677-HDZEE,1
2475-MROZF,1
9412-GHEEC,1
3482-ABPKK,0
6705-LXORM,0
0257-ZESQC,0
7531-GQHME,0
5174-ITUMV,1
4109-CYRBD,1
0913-XWSCN,1
6825-UYPFK,1
8397-MVTAZ,1
0750-EBAIU,0
8606-CIQUL,1
3571-DPYUH,1
7601-GNDYK,0
0356-OBMAC,1
8067-NIOYM,0
1403-GYAFU,0
4234-XTNEA,0
1297-VQDRP,1
9282-IZGQK,1
5348-CAGXB,1
0621-HJWXJ,1
5844-QVTAT,0
8905-IAZPF,0
5394-MEITZ,0
6859-QNXIQ,1
2782-LFZVW,1
2866-IKBTM,0
1342-JPNKI,1
7129-AZJDE,0
6986-IJDHX,0
2560-PPCHE,1
4676-MQUEA,1
8138-EALND,0
3580-HYCSP,1
1352-HNSAW,1
2075-PUEPR,0
1982-FEBTD,1
5301-GAUUY,1
5791-KAJFD,1
2654-VBVPB,0
1154-HYWWO,0
2501-XWWTZ,0
3716-UVSPD,0
6815-ABQFQ,1
7343-EOBEU,1
3701-SFMUH,0
6103-LIANB,1
7319-VENRZ,0
5846-NEQVZ,0
6967-QIQRV,0
5781-RFZRP,1
0939-YAPAF,1
7293-LSCDV,0
7025-WCBNE,1
5756-JYOJT,0
4710-FDUIZ,1
6030-REHUX,1
9548-LIGTA,0
5150-LJNSR,1
8270-RKSAP,0
6522-YRBXD,1
2640-LYMOV,0
1218-VKFPE,0
3627-FHKBK,0
2865-TCHJW,1
1423-BMPBQ,0
2393-DIVAI,0
5192-EBGOV,1
4568-KNYWR,0
8752-IMQOS,0
0742-LAFQK,1
0795-LAFGP,1
0619-OLYUR,1
5512-IDZEI,1
0459-SPZHJ,1
0215-BQKGS,0
9244-ZVAPM,0
0719-SYFRB,1
5172-MIGPM,1
1710-RCXUS,1
0374-FIUCA,0
5839-SUYVZ,0
5173-ZXXXL,0
1096-ADRUX,1
2001-MCUUW,1
2731-GJRDG,1
4723-BEGSG,1
6516-NKQBO,0
8672-OAUPW,0
8207-DMRVL,1
3419-SNJJD,1
4765-OXPPD,0
2804-ETQDK,0
6689-VRRTK,1
7138-GIRSH,1
9396-ZSFLL,1
7134-MJPDY,1
5240-CAOYT,1
4059-IIEBK,1
0516-UXRMT,1
4851-BQDNX,0
5148-HKFIR,0
1009-IRMNA,0
3003-CMDUU,0
5016-IBERQ,1
6797-UCJHZ,1
2469-DTSGX,1
4554-YGZIH,1
5099-BAILX,1
9931-KGHOA,1
1775-KWJKQ,1
7665-VIGUD,0
7207-RMRDB,1
7954-MLBUN,0
2077-DDHJK,1
4913-EHYUI,1
0195-IESCP,1
9574-BOSMD,1
4580-TMHJU,0
0970-ETWGE,0
4908-XAXAY,0
8404-VLQFB,1
1626-ERCMM,1
0887-HJGAR,0
2391-IPLOP,1
5644-PDMZC,1
3509-GWQGF,0
9576-ANLXO,0
2024-BASKD,0
5845-BZZIB,0
1140-UKVZG,1
4160-AMJTL,0
5183-SNMJQ,0
8100-PNJMH,1
7838-LAZFO,0
4464-JCOLN,0
2085-JVGAD,0
8095-WANWK,0
3030-ZKIWL,0
9565-FLVCG,1
8755-OGKNA,0
2800-VEQXM,0
7538-GWHML,0
3859-CVCET,0
5642-MHDQT,0
3088-FVYWK,1
3276-HDUEG,1
9092-GDZKO,1
3729-OWRVL,1
2324-AALNO,1
5760-IFJOZ,1
2826-UWHIS,1
1448-PWKYE,0
7501-IWUNG,0
4957-TREIR,0
7251-LJBQN,1
8040-MNRTF,0
1536-HBSWP,0
5313-FPXWG,1
0067-DKWBL,0
5076-YVXCM,1
8262-COGGB,0
6663-JOCQO,1
9620-QJREV,0
2276-YDAVZ,1
2682-KEVRP,0
2480-JZOSN,0
0078-XZMHT,1
5896-NPFWW,0
9978-HYCIN,0
8338-QIUNR,1
1525-LNLOJ,1
9450-TRJUU,1
1766-GKNMI,1
6942-LBFDP,0
1456-TWCGB,0
7133-VBDCG,0
7596-ZYWBB,0
8329-UTMVM,1
3014-WJKSM,0
3347-YJZZE,1
1029-QFBEN,0
7929-DMBCV,0
9661-JALZV,1
5433-KYGHE,1
4312-KFRXN,1
5575-TPIZQ,1
9944-AEXBM,1
6952-OMNWB,1
4697-LUPSU,0
8434-VGEQQ,0
4952-YSOGZ,1
1589-AGTLK,0
5244-IRFIH,1
6549-YMFAW,0
4950-HKQTE,1
6786-OBWQR,0
2684-EIWEO,1
2753-JMMCV,1
6439-GTPCA,1
6621-YOBKI,0
1216-JWVUX,0
7564-GHCVB,1
1173-NOEYG,1
6647-ZEDXT,1
2521-NPUZR,0
1307-TVUFB,1
7503-MIOGA,1
4381-MHQDC,1
6923-JHPMP,0
5138-WVKYJ,1
4018-PPNDW,1
1635-FJFCC,0
2499-AJYUA,1
6919-ELBGL,1
3966-HRMZA,0
6425-JWTDV,0
8405-IGQFX,0
8224-IVVPA,0
9477-LGWQI,0
1410-RSCMR,0
3115-CZMZD,0
0139-IVFJG,0
6683-VLCTZ,1
5730-DBDSI,0
0030-FNXPP,0
2189-WWOEW,0
5684-FJVYR,1
4013-GUXND,0
1894-IGFSG,0
7379-POKDZ,0
1266-NZYUI,1
7969-FFOWG,0
5175-WLYXL,1
7817-OMJNA,0
8728-SKJLR,0
3137-NYQQI,0
7706-DZNKK,0
0236-HFWSV,1
3900-AQPHZ,0
5842-POCOP,0
2037-XJFUP,0
8823-RLPWL,1
7314-OXENN,1
3758-CKOQL,1
0322-CHQRU,0
5676-CFLYY,0
7521-AFHAB,0
0285-INHLN,0
4678-DVQEO,0
0691-IFBQW,1
4992-LTJNE,1
2202-OUTMO,1
0810-BDHAW,1
0229-LFJAF,1
3442-ZHHCC,1
5726-CVNYA,0
9871-ELEYA,0
5173-WXOQV,0
2040-OBMLJ,1
6286-ZHAOK,1
3807-XHCJH,0
3009-JWMPU,1
5671-RQRLP,1
1450-GALXR,1
8859-AXJZP,1
3174-AKMAS,0
3138-BKYAV,0
9926-PJHDQ,1
7382-DFJTU,0
2798-NYLMZ,1
4289-DTDKW,1
1820-TQVEV,0
2239-JALAW,1
4853-RULSV,1
8098-TDCBU,1
4785-NKHCX,0
3196-NVXLZ,1
6275-YDUVO,0
0036-IHMOT,0
0115-TFERT,1
4178-EGMON,1
4220-TINQT,1
5318-YKDPV,0
7975-TZMLR,1
0295-QVKPB,0
4335-BSMJS,1
2311-QYMUQ,0
3643-AHCFP,1
9146-JRIOX,1
3104-OWCGK,0
9101-BWFSS,1
9650-VBUOG,1
3487-EARAT,0
2672-TGEFF,1
9231-ZJYAM,0
4250-WAROZ,1
8184-WMOFI,0
6982-SSHFK,0
6092-QZVPP,0
4625-LAMOB,0
0727-BMPLR,1
0392-BZIUW,1
1038-ZAGBI,0
3027-ZTDHO,0
0422-OHQHQ,0
6916-HIJSE,0
9778-OGKQZ,1
7408-OFWXJ,1
6007-TCTST,1
2252-NKNSI,1
8713-IGZSO,1
7905-TVXTA,0
7695-PKLCZ,0
2382-BCKQJ,1
8374-UULRV,1
2207-NHRJK,0
3224-DFQNQ,1
4795-UXVCJ,0
9777-IQHWP,1
0947-MUGVO,0
9944-HKVVB,0
4124-MMETB,1
3671-SHRSP,0
2732-ISEZX,0
3313-QKNKB,1
0323-XWWTN,1
1937-OTUKY,1
1573-LGXBA,0
1764-VUUMT,0
4713-ZBURT,1
0207-MDKNV,0
7945-HLKEA,1
9342-VNIMQ,1
9851-KIELU,0
3523-BRGUW,0
3908-BLSYF,0
3199-NPKCN,1
4661-NJEUX,0
2123-AGEEN,0
1258-YMZNM,1
0048-LUMLS,0
7549-MYGPK,1
5898-IGSLP,1
3804-RVTGV,1
6259-WJQLC,1
7997-EASSD,1
0730-KOAVE,1
8975-SKGRX,1
0678-RLHVP,1
4315-MURBD,0
2267-FPIMA,1
1051-GEJLJ,0
9734-YWGEX,1
2719-BDAQO,0
5285-MVEHD,0
0379-DJQHR,0
0781-LKXBR,1
5543-QDCRY,0
0297-RBCSG,0
4694-PHWFW,0
0835-JKADZ,1
1907-UBQFC,0
7508-SMHXL,1
3865-YIOTT,1
5993-BQHEA,0
6024-RUGGH,1
6513-EECDB,1
3956-CJUST,0
6103-BOCOU,1
5149-TGWDZ,0
7471-WNSUF,1
8942-DBMHZ,0
4301-VVZKA,1
9199-PWQVC,1
4824-GUCBY,0
5393-HJZSM,0
7074-IEVOJ,1
9625-QSTYE,0
0862-PRCBS,1
8812-ZRHFP,0
5146-CBVOE,0
0454-OKRCT,0
5787-KXGIY,0
4750-ZRXIU,1
6630-UJZMY,1
5709-LVOEQ,0
6400-BWQKW,1
2692-AQCPF,1
0347-UBKUZ,0
0835-DUUIQ,0
7567-ECMCM,0
6353-BRMMA,1
6680-WKXRZ,1
6231-WFGFH,0
9904-EHEVJ,1
7028-DVOIQ,1
6169-PPETC,0
4208-UFFGW,0
8584-KMVXD,0
8467-WYNSR,0
0851-DFJKB,0
5382-SOYZL,1
9448-REEVD,0
3261-CQXOL,1
8388-FYNPZ,0
4002-BQWPQ,1
5651-YLPRD,0
4378-BZYFP,0
9489-UTFKA,0
4849-PYRLQ,1
9117-SHLZX,0
9889-TMAHG,0
4541-RMRLG,0
7764-BDPEE,0
3429-IFLEM,0
3158-MOERK,1
7294-TMAOP,0
5002-GCQFH,1
0556-FJEGU,0
0604-THJFP,0
2834-JRTUA,1
5875-YPQFJ,0
5879-SESNB,1
6646-QVXLR,1
6461-PPAXN,0
3318-ISQFQ,0
1106-HRLKZ,0
2483-XSSMZ,0
8603-IJWDN,1
8165-ZJRNM,1
9369-XFEHK,1
2604-XVDAM,0
3717-OFRTN,0
9046-JBFWA,0
3280-NMUVX,0
1206-EHBDD,0
8361-LBRDI,1
4883-KCPZJ,1
9108-EQPNQ,1
7277-KAMWT,0
3842-IYKUE,1
6641-XRPSU,0
1374-DMZUI,1
2545-LXYVJ,0
3234-VKACU,0
8357-EQXFO,0
1989-PRJHP,1
8120-JDCAM,0
8917-FAEMR,0
7047-YXDMZ,0
2858-EIMXH,1
9524-EGPJC,1
6993-OHLXR,0
8818-XYFCQ,1
6419-ZTTLE,0
0929-HYQEW,0
7426-RHZGU,0
4065-JJAVA,0
4695-VADHF,0
3863-IUBJR,0
7649-SIJJF,1
9361-YNQWJ,1
9391-TTOYH,0
1452-XRSJV,0
3422-WJOYD,0
8242-SOQUO,0
7460-ITWWP,0
7147-AYBAA,0
7868-TMWMZ,0
4822-RVYBB,1
6732-FZUGP,1
8436-BJUMM,1
4184-TJFAN,0
8329-GWVPJ,0
1352-VHKAJ,1
4145-UQXUQ,0
2632-TACXW,1
8146-QQKZH,0
1767-CJKBA,1
6445-TNRXS,1
4869-EPIUS,0
9948-YPTDG,0
1236-WFCDV,0
1915-OAKWD,0
7296-PIXQY,0
4883-QICIH,0
3354-OADJP,0
3524-WQDSG,1
0810-DHDBD,1
4026-SKKHW,0
2829-HYVZP,0
8329-IBCTI,0
7013-PSXHK,1
5981-ITEMU,1
3486-NPGST,0
6941-PMGEP,0
1624-WOIWJ,0
2074-GKOWZ,0
0376-YMCJC,1
6100-FJZDG,0
4829-ZLJTK,1
1730-VFMWO,0
7143-BQIBA,0
3800-LYTRK,0
0634-SZPQA,1
9646-NMHXE,0
7030-NJVDP,0
5536-RTPWK,1
8883-GRDWQ,0
6166-ILMNY,0
3097-NNSPB,0
0655-RBDUG,1
2111-DWYHN,0
4194-WHFCB,1
4121-AGSIN,1
4361-BKAXE,1
9845-PEEKO,1
0455-XFASS,0
0301-KOBTQ,0
1751-NCDLI,1
4367-NUYAO,1
9878-TNQGW,0
9170-ARBTB,0
4441-NIHPT,0
8999-BOHSE,0
7241-AJHFS,1
7029-RPUAV,1
4546-FOKWR,1
9036-CSKBW,1
5832-TRLPB,0
8590-YFFQO,0
8659-IOOPU,1
1338-CECEE,1
7439-DKZTW,0
4646-QZXTF,0
4607-CHPCA,0
9742-XOKTS,1
6921-OZMFH,1
9578-FOMUK,1
4712-UYOOI,0
8824-RWFXJ,0
7722-CVFXN,1
8717-VCTXJ,0
7363-QTBIW,0
4159-NAAIX,1
0971-QIFJK,1
9397-TZSHA,1
3391-JSQEW,0
9763-PDTKK,0
2176-LVPNX,1
7627-JKIAZ,1
3312-UUMZW,1
1271-UODNO,1
8461-EFQYM,1
6900-RBKER,1
6891-JPYFF,1
1047-NNCBF,0
3696-XRIEN,1
0074-HDKDG,0
8791-GFXLZ,0
8111-SLLHI,1
0927-LCSMG,0
9330-DHBFL,0
0098-BOWSO,0
3452-ABWRL,1
5859-HZYLF,0
8257-RZAHR,1
5293-WXJAK,1
3156-QLHBO,0
2208-NQBCT,0
1779-PWPMG,1
6621-NRZAK,0
0831-JNISG,0
0774-IFUVM,1
3082-WQRVY,0
9553-DLCLU,1
1641-BYBTK,0
2460-NGXBJ,1
2446-ZKVAF,1
3522-CDKHF,0
0411-EZJZE,1
7851-WZEKY,1
8844-TONUD,0
8992-CEUEN,0
4320-QMLLA,0
8777-PVYGU,0
8292-ITGYJ,1
6870-ZWMNX,1
0621-CXBKL,0
5268-DSMNQ,1
5334-JLAXU,1
4086-YQSNZ,0
6242-MBHPK,0
9359-UGBTK,0
0135-NMXAP,1
4782-OSFXZ,1
6479-OAUSD,0
7129-ACFOG,1
4189-NAKJS,1
5562-BETPV,0
9127-FHJBZ,1
6270-OMFIW,0
1641-RQDAY,1
0107-WESLM,0
6994-ORCWG,1
1346-UFHAX,1
3992-YWPKO,1
2933-XEUJM,1
0125-LZQXK,0
5461-QKNTN,1
4835-YSJMR,0
8399-YNDCH,0
0887-WBJVH,0
4660-IRIBM,0
5673-FSSMF,1
7670-ZBPOQ,1
8089-UZWLX,1
0080-OROZO,0
3916-NRPAP,0
6807-SIWJI,1
8221-HVAYI,1
1579-KLYDT,1
5232-NXPAY,0
8967-SZQAS,0
4468-KAZHE,0
0455-ENTCR,1
8944-AILEF,0
5542-NKVRU,0
7126-RBHSD,1
5370-IIVVL,1
6789-HJBWG,0
3927-NLNRY,0
9087-EYCPR,1
6358-LYNGM,1
6077-BDPXA,0
0013-MHZWF,0
5494-HECPR,0
8268-YDIXR,1
9824-BEMCV,0
1373-ORVIZ,1
4291-SHSBH,0
6980-IMXXE,0
9866-QEVEE,1
9897-KXHCM,0
0040-HALCW,0
0784-GTUUK,1
7979-CORPM,1
2294-DMMUS,1
0872-JCPIB,1
9091-WTUUY,0
1618-CFHME,1
3165-HDOEW,0
7115-IRDHS,1
8496-DMZUK,1
2040-VZIKE,1
9068-VPWQQ,1
0178-SZBHO,1
0384-RVBPI,0
1689-MRZQR,0
1299-AURJA,1
4525-VZCZG,0
1543-LLLFT,1
5835-BEQEU,1
2788-CJQAQ,0
5565-FILXA,1
0319-QZTCO,0
2120-SMPEX,0
0096-FCPUF,1
5552-ZNFSJ,0
2223-KAGMX,0
6507-ZJSUR,0
9408-HRXRK,1
5593-SUAOO,1
7321-PKUYW,1
2833-SLKDQ,0
6766-HFKLA,1
7595-EUIVN,0
7617-EYGLW,0
2026-TGDHM,0
9220-ZNKJI,0
2226-ICFDO,1
5529-GIBVH,0
4187-CINZD,0
9992-UJOEL,0
4741-WWJQZ,0
6625-UTXEW,0
6818-WOBHJ,1
6244-BESBM,0
1004-NOZNR,0
1251-STYSZ,1
2612-PHGOX,1
2408-TZMJL,1
8480-PPONV,1
8780-IHCRN,1
1257-SXUXQ,0
9681-KYGYB,1
7182-OVLBJ,1
5095-ETBRJ,0
7005-CYUIL,0
4821-WQOYN,0
3452-FLHYD,0
2388-LAESQ,1
9531-NSBMR,0
6260-ONULR,0
4389-UEFCZ,1
8711-LOBKY,0
9134-CEQMF,0
8985-OOPOS,0
8800-ZKRFW,1
2616-FLVQC,0
9968-FFVVH,1
3108-PCCGG,1
7993-PYKOF,0
8390-FESFV,1
3022-BEXHZ,1
5027-XWQHA,0
6248-TKCQV,1
6729-GDNGC,0
6198-ZFIOJ,1
4566-QVRRW,0
1291-CUOCY,1
9795-SHUHB,0
3230-IUALN,0
0042-RLHYP,0
8519-IMDHU,1
4945-RVMTE,0
0201-OAMXR,1
1866-NXPSP,0
3372-KWFBM,1
7831-QGOXH,1
6393-WRYZE,1
1661-CZBAU,1
6599-RCLCJ,1
9831-BPFRI,1
5158-RIVOP,0
9788-YTFGE,0
9277-JOOMO,1
1907-YLNYW,0
1725-MIMXW,0
8947-YRTDV,0
3161-ONRWK,0
0114-RSRRW,0
4565-NLZBV,1
0031-PVLZI,0
7206-GZCDC,0
4791-QRGMF,1
6475-VHUIZ,0
3910-MRQOY,0
0661-WCQNQ,0
4656-CAURT,1
4671-LXRDQ,0
3733-LSYCE,0
6265-FRMTQ,0
1934-SJVJK,0
3838-OZURD,1
9269-CQOOL,0
2017-CCBLH,0
7690-KPNCU,0
0536-BGFMZ,0
2293-IJWPS,1
2845-HSJCY,1
5469-NUJUR,0
1184-PJVDB,0
4102-HLENU,1
7266-GSSJX,0
7073-QETQY,0
9415-DPEWS,1
5624-RYAMH,0
0196-JTUQI,1
7130-YXBRO,1
9272-LSVYH,0
7943-RQCHR,1
3793-MMFUH,1
3249-ZPQRG,1
2568-BRGYX,0
3084-DOWLE,1
1084-MNSMJ,0
7249-WBIYX,1
4238-HFHSN,1
6250-CGGUN,0
5478-JJVZK,1
7596-IIWYC,0
6567-HOOPW,0
9793-WECQC,0
4291-HPAXL,0
8999-YPYBV,0
1839-FBNFR,0
3164-AALRN,0
3071-MVJCD,1
1697-BCSHV,1
1131-SUEKT,0
3717-OEAUQ,0
4538-WNTMJ,1
3334-CTHOL,1
4704-ERYFC,0
9432-RUVSL,0
8060-HIWJJ,1
7684-XSZIY,1
9089-UOWJG,0
8621-MNIHH,1
8039-ACLPL,0
