customerID,BeginYear,BeginMonth,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,AllServicesCount,IsChurn
6543-XRMYR,-0.08936582096907413,0.06429195501002241,0.0,1,2.0,1.1031794356636588,0.41594387262767735,1,0,0,1.0,0.0,1.0,0.0,0.0,0.6662825083421218,1
0637-UBJRP,0.43689126689458624,0.62889075692472,0.0,0,2.0,0.5602585123609499,-0.44041120624602564,0,1,1,1.0,1.0,0.0,0.0,0.0,0.15715505838513322,1
2452-MRMZF,-1.6681370845600552,-1.3472050497767214,2.0,1,1.0,-1.4639865914545807,-0.055198945932708465,1,1,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
6286-ZHAOK,0.43689126689458624,-0.21800744594732635,0.0,1,0.0,-1.4691903063744152,-0.7093416038688721,0,1,1,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
4800-CZMPC,-1.1418799966963948,0.9111901578820687,1.0,1,1.0,1.2263340220997365,1.3629411666552622,0,1,1,1.0,1.0,1.0,0.0,0.0,1.1754099582991104,1
4111-BNXIF,-1.6681370845600552,0.06429195501002241,2.0,1,2.0,-0.2896815912119807,0.9358500529614862,0,1,1,0.0,0.0,1.0,1.0,1.0,1.1754099582991104,0
1866-RZZQS,-0.6156229088327345,0.3465913559673712,0.0,1,2.0,1.0580805730250953,0.9742065997222887,1,0,0,1.0,0.0,0.0,1.0,0.0,0.6662825083421218,1
5178-LMXOP,0.9631483547582466,0.9111901578820687,0.0,1,2.0,0.943598844788741,-0.8979451128668305,1,1,0,1.0,0.0,0.0,0.0,0.0,0.15715505838513322,1
2984-MIIZL,0.9631483547582466,0.06429195501002241,0.0,1,0.0,0.23936275897117,-0.7941971724333186,0,0,0,1.0,0.0,0.0,1.0,0.0,-0.3519723915718554,1
5222-IMUKT,-0.08936582096907413,-0.21800744594732635,0.0,0,2.0,0.8030985419532158,0.37209801684922894,0,0,0,1.0,0.0,0.0,0.0,0.0,0.15715505838513322,0
8060-HIWJJ,-1.6681370845600552,0.9111901578820687,2.0,0,1.0,0.6469870943581877,1.6351194054468827,0,0,0,0.0,0.0,1.0,1.0,1.0,1.6845374082560989,0
3125-RAHBV,0.43689126689458624,-0.7826062478620239,1.0,0,1.0,-1.6513203285686144,-0.7277536611988936,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
6608-QQLVK,0.9631483547582466,1.4757889597967662,0.0,1,2.0,-0.6036390580419816,-0.9183470447157486,0,0,0,0.0,0.0,0.0,1.0,0.0,-0.3519723915718554,1
5482-NUPNA,0.9631483547582466,-0.21800744594732635,0.0,1,3.0,-0.2601938733329198,-0.8169549327356431,0,0,0,0.0,1.0,1.0,0.0,1.0,0.6662825083421218,1
9972-VAFJJ,-1.1418799966963948,0.62889075692472,1.0,1,2.0,0.9054382687099566,1.2869599810026768,1,1,0,1.0,0.0,1.0,1.0,1.0,1.1754099582991104,0
3656-TKRVZ,0.9631483547582466,0.9111901578820687,0.0,0,2.0,-0.43538560896734013,-0.8658783993554143,0,0,0,0.0,1.0,1.0,0.0,0.0,0.15715505838513322,1
7661-CPURM,0.43689126689458624,0.06429195501002241,1.0,1,1.0,0.6868822420769173,-0.15192514524781464,0,0,0,1.0,0.0,0.0,0.0,1.0,0.15715505838513322,0
4423-JWZJN,-1.6681370845600552,0.9111901578820687,1.0,0,1.0,0.7753453957140998,1.633564101225216,0,1,1,1.0,0.0,0.0,1.0,0.0,0.15715505838513322,0
6527-PZFPV,0.43689126689458624,-1.3472050497767214,1.0,1,1.0,-1.633974612169167,-0.7266100551535506,0,1,1,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
1051-GEJLJ,0.9631483547582466,1.4757889597967662,0.0,0,3.0,-1.6790734748077305,-0.9288453482119968,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
1032-MAELW,-1.6681370845600552,-0.21800744594732635,1.0,1,2.0,0.3659864886871374,1.4982526339402393,0,1,1,0.0,1.0,1.0,1.0,1.0,1.6845374082560989,0
6987-XQSJT,-1.1418799966963948,-0.7826062478620239,0.0,1,2.0,0.40241249312597716,1.0576898410323237,1,0,0,1.0,0.0,1.0,0.0,0.0,-0.3519723915718554,1
0141-YEAYS,-0.08936582096907413,1.1934895588394174,0.0,1,0.0,0.6435179510782985,0.15689423123659388,1,0,0,1.0,0.0,1.0,1.0,0.0,0.15715505838513322,0
1794-HBQTJ,0.9631483547582466,1.4757889597967662,0.0,1,1.0,-0.6695527803598823,-0.9192161853102092,0,0,0,0.0,1.0,0.0,0.0,0.0,-0.3519723915718554,1
9986-BONCE,0.9631483547582466,0.3465913559673712,0.0,0,0.0,-1.6287708972493324,-0.9023365600809474,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,1
5510-BOIUJ,0.9631483547582466,0.9111901578820687,0.0,0,3.0,-1.6877463330074542,-0.9326421202825353,0,0,1,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,1
6777-TGHTM,-1.1418799966963948,-0.5003068469046751,1.0,1,1.0,1.3546923234556485,1.705085223300964,0,0,0,1.0,1.0,0.0,1.0,0.0,1.1754099582991104,1
8258-GSTJK,0.9631483547582466,0.9111901578820687,0.0,1,2.0,0.31568391112873934,-0.8326909519195621,1,0,0,1.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
3858-VOBET,-0.08936582096907413,1.4757889597967662,0.0,1,2.0,0.24456647389100444,-0.1590155027289409,0,0,0,1.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
5035-PGZXH,-1.1418799966963948,-0.21800744594732635,1.0,1,2.0,1.3494886085358142,1.7640495509988459,0,0,0,1.0,0.0,1.0,1.0,0.0,1.1754099582991104,0
8963-JLGJT,0.9631483547582466,1.1934895588394174,0.0,0,3.0,-0.4163053209279479,-0.8693778338541638,0,0,1,0.0,1.0,0.0,1.0,0.0,0.15715505838513322,0
6376-GAHQE,0.9631483547582466,0.06429195501002241,0.0,0,2.0,0.3451716290078,-0.8045811153250325,0,0,0,1.0,0.0,0.0,0.0,0.0,-0.3519723915718554,1
1338-CECEE,-0.6156229088327345,0.62889075692472,1.0,0,0.0,0.02080673233813076,0.35766570855700086,0,1,1,0.0,0.0,1.0,1.0,0.0,0.6662825083421218,0
1810-MVMAI,-0.08936582096907413,0.3465913559673712,0.0,0,2.0,-0.010415557180875052,-0.026471562073693746,0,1,1,0.0,1.0,1.0,1.0,1.0,1.1754099582991104,0
1577-HKTFG,-0.08936582096907413,-0.7826062478620239,0.0,0,0.0,-1.6738697598878964,-0.6414342768964083,0,1,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,1
7394-FKDNK,0.9631483547582466,-1.3472050497767214,0.0,0,2.0,0.7475922494749838,-0.5512037599188501,0,1,0,1.0,0.0,0.0,0.0,0.0,0.15715505838513322,1
2894-QOJRX,-0.08936582096907413,0.62889075692472,0.0,1,0.0,-1.1760476992237512,-0.5512495041606637,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
6479-VDGRK,-1.6681370845600552,-1.3472050497767214,2.0,0,0.0,0.6036228033595689,1.8623081824147116,0,1,1,0.0,1.0,1.0,1.0,1.0,2.1936648582130878,0
6331-LWDTQ,0.9631483547582466,-1.3472050497767214,0.0,1,1.0,0.14743046205409818,-0.5781242462262228,0,0,0,0.0,0.0,0.0,0.0,0.0,0.15715505838513322,1
8292-ITGYJ,-0.6156229088327345,-0.5003068469046751,2.0,1,0.0,-1.5004125958934207,-0.4205124610570584,0,1,1,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
8766-PAFNE,-1.6681370845600552,-1.0649056488193727,2.0,1,1.0,0.38853592000641896,1.604150553738996,0,1,0,0.0,0.0,1.0,1.0,1.0,1.6845374082560989,0
7623-TRNQN,0.9631483547582466,0.62889075692472,0.0,1,3.0,-0.6244539177213186,-0.9186215101666309,0,0,1,0.0,0.0,0.0,0.0,1.0,-0.3519723915718554,1
8450-JOVAH,0.9631483547582466,0.9111901578820687,0.0,0,3.0,-0.3885521746888317,-0.8895053002521995,0,1,1,0.0,1.0,0.0,0.0,0.0,-0.3519723915718554,1
0337-CNPZE,-0.6156229088327345,-0.21800744594732635,0.0,1,2.0,1.3321428921363665,1.0911746260399648,0,0,0,1.0,0.0,1.0,1.0,0.0,1.1754099582991104,1
2474-BRUCM,-0.6156229088327345,-0.21800744594732635,0.0,0,2.0,1.177766016181283,0.9277990664022722,1,1,0,1.0,1.0,0.0,0.0,0.0,0.6662825083421218,1
8519-QJGJD,0.43689126689458624,0.9111901578820687,0.0,0,2.0,0.2584430470105622,-0.47213483794383887,0,0,0,1.0,0.0,0.0,1.0,0.0,-0.3519723915718554,1
3050-GBUSH,0.9631483547582466,1.1934895588394174,0.0,1,1.0,-1.1482945529846351,-0.8893223232849446,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.861099841528844,0
3776-EKTKM,0.9631483547582466,0.62889075692472,0.0,1,2.0,-1.091053688866458,-0.9247741106905759,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
3585-ISXZP,0.9631483547582466,-1.0649056488193727,0.0,0,0.0,0.9626791328281337,-0.5855119412791383,0,0,0,1.0,0.0,0.0,0.0,0.0,0.15715505838513322,1
1226-IENZN,0.43689126689458624,0.9111901578820687,0.0,1,2.0,0.3763939185268058,-0.38416866093605967,1,0,0,1.0,0.0,0.0,0.0,0.0,-0.3519723915718554,0
9800-ONTFE,0.43689126689458624,-0.7826062478620239,0.0,1,0.0,0.2740541917700651,-0.20263263729832084,0,1,1,1.0,0.0,0.0,0.0,0.0,-0.861099841528844,0
5647-FXOTP,-1.1418799966963948,-1.3472050497767214,0.0,1,2.0,1.3182663190168087,1.9867553922689307,1,1,0,1.0,0.0,1.0,1.0,0.0,1.1754099582991104,0
6161-UUUTA,0.9631483547582466,0.3465913559673712,0.0,1,2.0,0.4162890662455354,-0.8221011599396865,1,0,0,1.0,0.0,0.0,0.0,0.0,-0.3519723915718554,1
4737-HOBAX,-1.6681370845600552,1.1934895588394174,2.0,0,1.0,0.4128199229656456,1.3613401181917821,0,1,0,0.0,0.0,0.0,1.0,1.0,1.1754099582991104,0
2565-JSLRY,0.9631483547582466,0.9111901578820687,0.0,1,3.0,-1.5212274555727578,-0.9304463966754769,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,1
7789-CRUVC,-1.1418799966963948,-1.6295044507340701,0.0,1,1.0,0.9123765552697357,1.7553810171751465,1,1,0,1.0,1.0,1.0,1.0,1.0,1.1754099582991104,0
4486-EFAEB,0.9631483547582466,-1.6295044507340701,0.0,1,2.0,-1.647851185288725,-0.8263325023074553,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
0068-FIGTF,-0.08936582096907413,1.1934895588394174,1.0,0,3.0,0.3573136304874136,0.00955202835460887,0,0,0,0.0,0.0,1.0,1.0,1.0,1.6845374082560989,0
2223-KAGMX,0.43689126689458624,0.3465913559673712,0.0,0,0.0,-1.6825426180876202,-0.8091097952645906,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,1
4959-JOSRX,0.9631483547582466,0.3465913559673712,0.0,1,1.0,-0.8083185115554627,-0.9046009000507265,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
6693-FRIRW,0.43689126689458624,0.3465913559673712,0.0,0,1.0,1.158685728141891,-0.12049885112179054,0,0,0,1.0,0.0,1.0,1.0,0.0,1.1754099582991104,0
5216-WASFJ,-0.08936582096907413,0.06429195501002241,0.0,1,2.0,0.5880116586000659,0.26318097709076704,1,1,0,1.0,0.0,0.0,0.0,0.0,-0.3519723915718554,0
4626-GYCZP,0.9631483547582466,-1.0649056488193727,0.0,1,2.0,0.9002345537901221,-0.6506974858636861,0,0,0,1.0,0.0,0.0,0.0,0.0,0.15715505838513322,1
2533-QVMSK,-1.6681370845600552,0.9111901578820687,2.0,1,2.0,0.9089074119898458,1.6377496993511715,0,1,0,1.0,0.0,1.0,0.0,1.0,0.6662825083421218,1
4800-CZMPC,-1.1418799966963948,0.9111901578820687,1.0,1,1.0,1.2263340220997365,1.3629411666552622,0,1,1,1.0,1.0,1.0,0.0,0.0,1.1754099582991104,1
9019-QVLZD,0.9631483547582466,1.1934895588394174,0.0,0,2.0,0.4041470647659218,-0.9050583424688636,0,0,0,1.0,0.0,0.0,0.0,0.0,-0.3519723915718554,1
6087-MVHJH,0.43689126689458624,0.06429195501002241,0.0,1,2.0,0.7129008166760887,-0.2909190239987961,0,0,0,1.0,0.0,0.0,1.0,0.0,0.15715505838513322,1
6179-GJPSO,-0.6156229088327345,-0.7826062478620239,0.0,1,1.0,1.3963220428143228,1.163107446292036,1,0,0,1.0,1.0,1.0,0.0,1.0,1.6845374082560989,1
8822-KNBHV,-0.6156229088327345,-1.3472050497767214,1.0,1,1.0,0.539443652681613,0.8370196185229491,0,0,0,0.0,1.0,1.0,1.0,0.0,1.6845374082560989,0
3580-REOAC,0.9631483547582466,-1.0649056488193727,0.0,1,1.0,-0.799645653355739,-0.742277457974749,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
2468-SJFLM,1.489405442621907,-1.6295044507340701,0.0,1,3.0,0.22201704257172242,-0.9074599151640838,0,0,0,1.0,0.0,0.0,0.0,1.0,-0.3519723915718554,0
7181-BQYBV,0.9631483547582466,0.9111901578820687,0.0,1,2.0,1.1985808758606205,-0.8945829110935222,0,1,1,1.0,1.0,0.0,1.0,0.0,1.1754099582991104,1
4701-AHWMW,-1.1418799966963948,-0.5003068469046751,0.0,1,0.0,-0.46313875520645637,0.42095286710627955,0,1,0,0.0,0.0,0.0,1.0,1.0,0.6662825083421218,1
3547-LQRIK,-0.6156229088327345,-1.0649056488193727,1.0,0,2.0,-1.4223568720959066,-0.3692560381047877,0,1,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
0442-TDYUO,-0.6156229088327345,-1.3472050497767214,2.0,1,3.0,-1.6599931867683384,-0.46753754164156025,0,1,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
0454-OKRCT,-0.08936582096907413,-0.5003068469046751,2.0,0,0.0,0.44057306920476164,0.27127770789179495,0,0,0,1.0,0.0,1.0,0.0,1.0,0.15715505838513322,0
0902-XKXPN,-1.6681370845600552,-0.5003068469046751,2.0,0,0.0,-1.654789471848504,-0.3117783982658513,0,1,1,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
4250-ZBWLV,-1.6681370845600552,-1.3472050497767214,1.0,0,2.0,1.4067294726539912,2.341410499050685,0,0,0,1.0,0.0,1.0,1.0,1.0,1.6845374082560989,1
3227-WLKLI,-1.6681370845600552,0.62889075692472,2.0,0,0.0,0.8204442583526634,1.786715822817543,0,1,1,0.0,1.0,1.0,1.0,1.0,2.1936648582130878,0
2659-VXMWZ,-1.6681370845600552,-0.5003068469046751,1.0,1,2.0,1.5056000561308422,2.481182029912499,0,1,1,1.0,1.0,1.0,1.0,0.0,1.6845374082560989,1
6894-LFHLY,0.9631483547582466,0.9111901578820687,0.0,1,2.0,0.27231962013012045,-0.9067966236577849,1,0,0,1.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
0404-SWRVG,0.9631483547582466,0.62889075692472,0.0,1,2.0,0.22548618585161223,-0.8364419797482869,0,0,0,1.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
8413-YNHNV,-1.6681370845600552,-0.5003068469046751,2.0,0,3.0,0.789221968833658,1.9505488248733733,0,0,0,0.0,1.0,1.0,1.0,1.0,2.1936648582130878,0
2971-SGAFL,0.9631483547582466,-1.6295044507340701,0.0,1,2.0,0.3763939185268058,-0.4861325759388365,0,0,0,0.0,1.0,0.0,1.0,0.0,1.1754099582991104,0
0234-TEVTT,-0.6156229088327345,-1.3472050497767214,1.0,0,1.0,-0.7944419384359047,0.06323289612300681,0,1,1,0.0,1.0,0.0,1.0,0.0,0.15715505838513322,0
6741-QRLUP,-1.6681370845600552,1.1934895588394174,2.0,1,1.0,0.43016563936509317,1.3436370966098734,0,0,0,0.0,1.0,1.0,1.0,1.0,1.6845374082560989,0
0511-JTEOY,0.9631483547582466,1.1934895588394174,0.0,0,3.0,0.1110044576152579,-0.9089237309021228,0,0,0,1.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
7495-OOKFY,0.9631483547582466,-1.0649056488193727,0.0,1,1.0,0.44230764084470675,-0.6517496034254016,1,1,0,1.0,0.0,1.0,0.0,0.0,-0.3519723915718554,1
3811-VBYBZ,0.9631483547582466,-1.0649056488193727,0.0,1,2.0,1.1066485789435483,-0.6334747788208214,0,0,0,1.0,0.0,1.0,0.0,0.0,0.6662825083421218,1
9388-ZEYVT,-0.6156229088327345,0.06429195501002241,1.0,0,2.0,-0.8239296563149656,-0.05798934468334531,0,0,0,0.0,0.0,0.0,1.0,1.0,0.15715505838513322,0
2193-SFWQW,-1.6681370845600552,-1.3472050497767214,2.0,0,0.0,1.5281494874501242,2.733232802306084,0,1,1,1.0,1.0,1.0,1.0,1.0,2.1936648582130878,0
2739-CCZMB,0.9631483547582466,0.62889075692472,0.0,0,1.0,-1.6495857569286696,-0.8856399118189404,0,0,1,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
4080-OGPJL,0.9631483547582466,-1.3472050497767214,0.0,0,2.0,0.11273902925520304,-0.683610467848656,0,0,0,0.0,1.0,0.0,0.0,1.0,0.6662825083421218,1
1205-WNWPJ,0.9631483547582466,-0.21800744594732635,0.0,1,3.0,-0.2914161628519254,-0.751174713007517,0,0,0,0.0,0.0,0.0,0.0,1.0,0.15715505838513322,1
8414-MYSHR,0.9631483547582466,-0.5003068469046751,0.0,1,2.0,0.8152405434328294,-0.7357131592744804,1,0,0,1.0,0.0,0.0,0.0,0.0,0.15715505838513322,1
9846-GKXAS,0.9631483547582466,-1.0649056488193727,0.0,1,0.0,0.794425683753492,-0.5710338887450966,0,0,0,1.0,0.0,0.0,0.0,0.0,0.15715505838513322,1
3648-GZPHF,-0.08936582096907413,-0.21800744594732635,1.0,1,3.0,-1.097991975426237,-0.41490879143487797,0,1,1,0.0,0.0,0.0,1.0,1.0,-0.3519723915718554,0
4114-QMKVN,-1.1418799966963948,-0.21800744594732635,1.0,0,0.0,0.029479590537854542,0.8038779153289107,0,1,1,0.0,1.0,1.0,0.0,0.0,0.6662825083421218,0
6778-EICRF,0.43689126689458624,-1.3472050497767214,1.0,0,3.0,0.23936275897117,-0.1083537549202485,0,1,1,0.0,1.0,0.0,0.0,0.0,0.6662825083421218,0
9207-ZPANB,-0.08936582096907413,-1.6295044507340701,1.0,0,2.0,-0.015619272100709026,0.17622117340288962,0,0,0,0.0,1.0,1.0,1.0,1.0,1.1754099582991104,0
3621-CEOVK,0.43689126689458624,0.3465913559673712,0.0,1,2.0,1.1205251520631065,-0.31484326246737043,1,1,0,1.0,0.0,1.0,0.0,0.0,0.6662825083421218,1
3079-BCHLN,-0.6156229088327345,-1.0649056488193727,1.0,0,0.0,-1.6651969016881725,-0.5101025586492246,0,1,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
4193-ORFCL,0.9631483547582466,0.9111901578820687,0.0,0,3.0,-0.7909727951560152,-0.9208172337736894,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
4522-AKYLR,0.9631483547582466,-1.6295044507340701,0.0,1,2.0,-0.4544658970067326,-0.6069202464479582,1,0,0,0.0,0.0,1.0,1.0,0.0,0.15715505838513322,0
7845-URHJN,0.9631483547582466,-1.3472050497767214,0.0,0,0.0,-1.6565240434884487,-0.869972508997742,0,1,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,1
5567-WSELE,0.9631483547582466,0.06429195501002241,0.0,1,2.0,0.9262531283892934,-0.8135698588414281,1,1,0,1.0,0.0,0.0,0.0,0.0,0.15715505838513322,1
7940-UQQUG,-1.6681370845600552,0.9111901578820687,1.0,1,0.0,1.266229169818466,2.1332970709191756,0,1,1,1.0,1.0,0.0,0.0,1.0,1.1754099582991104,0
7817-BOQPW,0.9631483547582466,0.62889075692472,0.0,1,2.0,0.2653813335703413,-0.8653752126954635,0,0,0,1.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
9705-IOVQQ,-1.1418799966963948,-1.6295044507340701,1.0,0,2.0,1.0788954327044322,1.7891631397545773,1,1,1,1.0,0.0,1.0,0.0,0.0,0.6662825083421218,0
6650-BWFRT,-1.6681370845600552,-1.3472050497767214,2.0,1,1.0,1.708544938004379,2.9603072186693784,0,1,0,1.0,1.0,1.0,1.0,1.0,2.1936648582130878,0
3604-WLABM,0.9631483547582466,-0.7826062478620239,0.0,0,2.0,-0.47354618504612483,-0.6747589570577016,0,0,0,0.0,0.0,0.0,1.0,1.0,0.15715505838513322,0
8073-IJDCM,0.9631483547582466,1.4757889597967662,0.0,1,3.0,-1.6513203285686144,-0.9321618057434914,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,1
4558-FANTW,0.43689126689458624,0.06429195501002241,0.0,0,2.0,0.8308516881923318,-0.22122767159559703,0,1,1,1.0,1.0,0.0,0.0,1.0,0.6662825083421218,1
9488-FYQAU,-1.6681370845600552,1.1934895588394174,2.0,1,0.0,1.4344826188931072,2.1880986726120093,0,1,0,1.0,0.0,1.0,1.0,1.0,1.6845374082560989,0
4892-VLANZ,0.9631483547582466,0.9111901578820687,0.0,0,3.0,-1.6686660449680621,-0.93239052695256,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,1
4023-RTIQM,-0.08936582096907413,0.06429195501002241,1.0,1,1.0,-0.6071082013218712,-0.21864312193312205,1,1,0,0.0,1.0,1.0,1.0,0.0,0.6662825083421218,0
1501-SGHBW,0.9631483547582466,0.3465913559673712,0.0,0,3.0,-0.7649542205568438,-0.9043950509625647,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
5077-DXTCG,0.9631483547582466,0.62889075692472,0.0,1,2.0,-0.7840345085962364,-0.9207257452900619,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.861099841528844,1
7330-WZLNC,0.9631483547582466,0.06429195501002241,0.0,1,2.0,0.794425683753492,-0.7330828653701917,0,0,0,1.0,0.0,1.0,0.0,0.0,0.15715505838513322,1
5630-AHZIL,0.9631483547582466,1.1934895588394174,0.0,1,0.0,-0.11795899885744976,-0.8602976018541407,0,0,1,0.0,1.0,0.0,0.0,1.0,0.6662825083421218,0
8464-EETCQ,-1.1418799966963948,-0.5003068469046751,2.0,0,1.0,-1.7033574777669573,-0.44084577654325596,0,0,0,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
8020-BWHYL,0.43689126689458624,0.62889075692472,0.0,1,1.0,0.25670847537061753,-0.4165555841401718,1,0,0,1.0,0.0,1.0,0.0,0.0,-0.3519723915718554,1
0096-FCPUF,-0.08936582096907413,0.3465913559673712,0.0,1,3.0,-0.11795899885744976,-0.07759075230052333,0,0,0,0.0,1.0,0.0,0.0,0.0,0.15715505838513322,0
8496-DMZUK,-0.08936582096907413,0.3465913559673712,1.0,0,0.0,0.7805491106339343,0.3488370698869535,0,0,0,1.0,1.0,1.0,1.0,0.0,0.6662825083421218,0
6368-TZZDT,0.9631483547582466,0.9111901578820687,2.0,0,1.0,-1.6790734748077305,-0.8971445886350905,0,1,1,2.0,0.0,0.0,0.0,0.0,-1.3702272914858324,0
